Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,RogerGo_68,Tick,0,0,0,0,,,0,0,0,OK
4e-06,TeamGaveston_51453,Tick,0,0,0,0,,,0,0,0,OK
4e-06,JulyWind_210731,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Yumpy_24,Tick,0,0,0,0,,,0,0,0,OK
4e-06,CSEGoons_46,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Blacklisted_122333,Tick,0,0,0,0,,,0,0,0,OK
4e-06,CharterAvenue_120519,Tick,0,0,0,0,,,0,0,0,OK
4e-06,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
0.220851,RogerGo_68,Tick,0,0,0,0,,,0,0,0,OK
0.220851,TeamGaveston_51453,Tick,0,0,0,0,,,0,0,0,OK
0.220851,JulyWind_210731,Tick,0,0,0,0,,,0,0,0,OK
0.220851,Yumpy_24,Tick,0,0,0,0,,,0,0,0,OK
0.220851,CSEGoons_46,Tick,0,0,0,0,,,0,0,0,OK
0.220851,Blacklisted_122333,Tick,0,0,0,0,,,0,0,0,OK
0.220851,CharterAvenue_120519,Tick,0,0,0,0,,,0,0,0,OK
0.220851,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
0.54302,RogerGo_68,Tick,0,0,0,0,,,0,0,0,OK
0.54302,TeamGaveston_51453,Tick,0,0,0,0,,,0,0,0,OK
0.54302,JulyWind_210731,Tick,0,0,0,0,,,0,0,0,OK
0.54302,Yumpy_24,Tick,0,0,0,0,,,0,0,0,OK
0.54302,CSEGoons_46,Tick,0,0,0,0,,,0,0,0,OK
0.54302,Blacklisted_122333,Tick,0,0,0,0,,,0,0,0,OK
0.54302,CharterAvenue_120519,Tick,0,0,0,0,,,0,0,0,OK
0.54302,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
0.781111,RogerGo_68,Tick,0,0,0,0,140400,,0,0,0,OK
0.781111,TeamGaveston_51453,Tick,0,0,0,0,140400,,0,0,0,OK
0.781111,JulyWind_210731,Tick,0,10,-10,10,140400,,281,-281,-281,OK
0.781111,Yumpy_24,Tick,0,0,0,0,140400,,0,0,0,OK
0.781111,CSEGoons_46,Tick,0,0,0,0,140400,,0,0,0,OK
0.781111,Blacklisted_122333,Tick,10,0,10,-10,140400,,-140,-860,-860,OK
0.781111,CharterAvenue_120519,Tick,0,0,0,0,140400,,0,0,0,OK
0.781111,LiquidBears_2185,Tick,0,0,0,0,140400,,0,0,0,OK
0.963279,RogerGo_68,Tick,0,0,0,0,140400,,0,0,0,OK
0.963279,TeamGaveston_51453,Tick,0,0,0,0,140400,,0,0,0,OK
0.963279,JulyWind_210731,Tick,10,10,0,0,140400,,562,-1562,-1562,OK
0.963279,Yumpy_24,Tick,0,0,0,0,140400,,0,0,0,OK
0.963279,CSEGoons_46,Tick,0,0,0,0,140400,,0,0,0,OK
0.963279,Blacklisted_122333,Tick,10,10,0,0,140400,,-280,-720,-720,OK
