Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
0.000004,TraderJoes_1,Tick,0,0,0,0,,,0,0,0,OK
0.000004,PrintingAlpha_407291,Tick,0,0,0,0,,,0,0,0,OK
0.000004,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
0.000004,Fibar_91810,Tick,0,0,0,0,,,0,0,0,OK
0.000004,Tricycle_333,Tick,0,0,0,0,,,0,0,0,OK
0.000004,HertaVernello_1,Tick,0,0,0,0,,,0,0,0,OK
0.000004,Japaleno_3131,Tick,0,0,0,0,,,0,0,0,OK
0.000004,Noedgeonlyvol_2557,Tick,0,0,0,0,,,0,0,0,OK
0.234747,TraderJoes_1,Tick,0,0,0,0,,127900,0,0,0,OK
0.234747,PrintingAlpha_407291,Tick,0,0,0,0,,127900,0,0,0,OK
0.234747,LiquidBears_2185,Tick,0,0,0,0,,127900,0,0,0,OK
0.234747,Fibar_91810,Tick,0,0,0,0,,127900,0,0,0,OK
0.234747,Tricycle_333,Tick,0,0,0,0,,127900,0,0,0,OK
0.234747,HertaVernello_1,Tick,0,0,0,0,,127900,0,0,0,OK
0.234747,Japaleno_3131,Tick,0,0,0,0,,127900,0,0,0,OK
0.234747,Noedgeonlyvol_2557,Tick,0,0,0,0,,127900,0,0,0,OK
0.543105,TraderJoes_1,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.543105,PrintingAlpha_407291,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.543105,LiquidBears_2185,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.543105,Fibar_91810,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.543105,Tricycle_333,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.543105,HertaVernello_1,Tick,10,0,10,-10,127800,128000,256,-256,-2256,OK
0.543105,Japaleno_3131,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.543105,Noedgeonlyvol_2557,Tick,9,9,0,0,127800,128000,115,-115,-115,OK
0.783101,TraderJoes_1,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.783101,PrintingAlpha_407291,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.783101,LiquidBears_2185,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.783101,Fibar_91810,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.783101,Tricycle_333,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.783101,HertaVernello_1,Tick,10,0,10,-10,127800,128000,256,-256,-2256,OK
0.783101,Japaleno_3131,Tick,5,0,5,-5,127800,128000,128,372,-628,OK
0.783101,Noedgeonlyvol_2557,Tick,9,9,0,0,127800,128000,115,-115,-115,OK
0.972546,TraderJoes_1,Tick,0,0,0,0,127900,128000,0,0,0,OK
0.972546,PrintingAlpha_407291,Tick,0,0,0,0,127900,128000,0,0,0,OK
0.972546,LiquidBears_2185,Tick,0,0,0,0,127900,128000,0,0,0,OK
0.972546,Fibar_91810,Tick,0,0,0,0,127900,128000,0,0,0,OK
0.972546,Tricycle_333,Tick,0,0,0,0,127900,128000,0,0,0,OK
0.972546,HertaVernello_1,Tick,10,0,10,-10,127900,128000,256,-256,-1256,OK
0.972546,Japaleno_3131,Tick,5,0,5,-5,127900,128000,128,372,-128,OK
0.972546,Noedgeonlyvol_2557,Tick,16,9,7,-1,127900,128000,25,-767425,-125,OK
1.251735,TraderJoes_1,Tick,0,0,0,0,127900,128400,0,0,0,OK
1.251735,PrintingAlpha_407291,Tick,0,0,0,0,127900,128400,0,0,0,OK
1.251735,LiquidBears_2185,Tick,0,0,0,0,127900,128400,0,0,0,OK
1.251735,Fibar_91810,Tick,0,0,0,0,127900,128400,0,0,0,OK
1.251735,Tricycle_333,Tick,0,0,0,0,127900,128400,0,0,0,OK
1.251735,HertaVernello_1,Tick,10,0,10,-10,127900,128400,256,-256,-2256,OK
1.251735,Japaleno_3131,Tick,5,0,5,-5,127900,128400,128,372,-628,OK
1.251735,Noedgeonlyvol_2557,Tick,23,9,14,-2,127900,128400,-65,-1535135,2865,OK
1.531382,TraderJoes_1,Tick,0,0,0,0,127700,128400,0,0,0,OK
1.531382,PrintingAlpha_407291,Tick,8,0,8,-8,127700,128400,204,3796,2196,OK
1.531382,LiquidBears_2185,Tick,0,25,-25,0,127700,128400,-320,3192820,-12180,OK
1.531382,Fibar_91810,Tick,0,0,0,0,127700,128400,0,0,0,OK
1.531382,Tricycle_333,Tick,6,0,6,-6,127700,128400,153,2847,1647,OK
1.531382,HertaVernello_1,Tick,20,0,20,-20,127700,128400,511,4489,489,OK
1.531382,Japaleno_3131,Tick,15,0,15,-15,127700,128400,383,5117,2117,OK
1.531382,Noedgeonlyvol_2557,Tick,45,9,36,-4,127700,128400,496,-4088696,12904,OK
1.800021,TraderJoes_1,Tick,0,0,0,0,128600,128400,0,0,0,OK
1.800021,PrintingAlpha_407291,Tick,8,0,8,-8,128600,128400,204,3796,5396,OK
1.800021,LiquidBears_2185,Tick,0,50,-50,0,128600,128400,-641,6405641,-24359,OK
1.800021,Fibar_91810,Tick,0,0,0,0,128600,128400,0,0,0,OK
1.800021,Tricycle_333,Tick,6,0,6,-6,128600,128400,153,2847,4047,OK
1.800021,HertaVernello_1,Tick,20,0,20,-20,128600,128400,511,4489,8489,OK
1.800021,Japaleno_3131,Tick,15,0,15,-15,128600,128400,383,5117,8117,OK
