Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
0.000004,cunhal_42,Tick,0,0,0,0,,,0,0,0,OK
0.000004,Himalayas_748297,Tick,0,0,0,0,,,0,0,0,OK
0.000004,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
0.000004,manipchi_31415,Tick,0,0,0,0,,,0,0,0,OK
0.285308,cunhal_42,Tick,0,0,0,0,,127900,0,0,0,OK
0.285308,Himalayas_748297,Tick,0,0,0,0,,127900,0,0,0,OK
0.285308,LiquidBears_2185,Tick,0,0,0,0,,127900,0,0,0,OK
0.285308,manipchi_31415,Tick,0,0,0,0,,127900,0,0,0,OK
0.505139,cunhal_42,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.505139,Himalayas_748297,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.505139,LiquidBears_2185,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.505139,manipchi_31415,Tick,2,0,2,-2,127800,128000,51,149,-251,OK
0.783648,cunhal_42,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.783648,Himalayas_748297,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.783648,LiquidBears_2185,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.783648,manipchi_31415,Tick,4,0,4,-4,127800,128000,102,298,-502,OK
0.991912,cunhal_42,Tick,7,0,7,0,127800,128000,-89,-893111,1489,OK
0.991912,Himalayas_748297,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.991912,LiquidBears_2185,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.991912,manipchi_31415,Tick,6,0,6,-6,127800,128000,153,447,-753,OK
1.222653,cunhal_42,Tick,7,0,7,-7,127800,128100,-89,2889,1489,OK
1.222653,Himalayas_748297,Tick,0,0,0,0,127800,128100,0,0,0,OK
1.222653,LiquidBears_2185,Tick,0,0,0,0,127800,128100,0,0,0,OK
1.222653,manipchi_31415,Tick,8,0,8,-8,127800,128100,204,796,-804,OK
1.521701,cunhal_42,Tick,27,0,27,-7,127800,128400,422,-2551622,10978,OK
1.521701,Himalayas_748297,Tick,0,0,0,0,127800,128400,0,0,0,OK
1.521701,LiquidBears_2185,Tick,0,0,0,0,127800,128400,0,0,0,OK
1.521701,manipchi_31415,Tick,10,0,10,-10,127800,128400,255,2145,145,OK
1.775952,cunhal_42,Tick,27,0,27,-7,127900,128400,422,-2551622,10978,OK
1.775952,Himalayas_748297,Tick,0,0,0,0,127900,128400,0,0,0,OK
1.775952,LiquidBears_2185,Tick,0,2,-2,0,127900,128400,-26,255826,-574,OK
1.775952,manipchi_31415,Tick,12,0,12,-12,127900,128400,306,2694,294,OK
2.022789,cunhal_42,Tick,27,13,14,-7,128500,128200,255,-880955,19245,OK
2.022789,Himalayas_748297,Tick,0,0,0,0,128500,128200,0,0,0,OK
