Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,PDL_6,Tick,0,0,0,0,,,0,0,0,OK
4e-06,OneManArmy_2137,Tick,0,0,0,0,,,0,0,0,OK
4e-06,MikeyLansi_131269,Tick,0,0,0,0,,,0,0,0,OK
4e-06,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
4e-06,TheRockingTradingGroup_991206,Tick,0,0,0,0,,,0,0,0,OK
4e-06,PoolTechnologies_97,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Thereturnofteamstoplight_65074,Tick,0,0,0,0,,,0,0,0,OK
4e-06,raiseKeyErrorteamname_42,Tick,0,0,0,0,,,0,0,0,OK
0.288301,PDL_6,Tick,0,1,-1,0,126400,,-13,126413,126413,OK
0.288301,OneManArmy_2137,Tick,0,0,0,0,126400,,0,0,0,OK
0.288301,MikeyLansi_131269,Tick,0,0,0,0,126400,,0,0,0,OK
0.288301,LiquidBears_2185,Tick,0,0,0,0,126400,,0,0,0,OK
0.288301,TheRockingTradingGroup_991206,Tick,0,0,0,0,126400,,0,0,0,OK
0.288301,PoolTechnologies_97,Tick,0,0,0,0,126400,,0,0,0,OK
0.288301,Thereturnofteamstoplight_65074,Tick,0,0,0,0,126400,,0,0,0,OK
0.288301,raiseKeyErrorteamname_42,Tick,0,0,0,0,126400,,0,0,0,OK
0.303921,LiquidBears_2185,Disconnect,0,0,0,0,126400,,0,0,0,
0.468234,PDL_6,Tick,0,1,-1,0,126400,,-13,126413,126413,OK
0.468234,OneManArmy_2137,Tick,0,0,0,0,126400,,0,0,0,OK
0.468234,MikeyLansi_131269,Tick,0,0,0,0,126400,,0,0,0,OK
0.468234,LiquidBears_2185,Tick,0,0,0,0,126400,,0,0,0,OK
0.468234,TheRockingTradingGroup_991206,Tick,0,0,0,0,126400,,0,0,0,OK
0.468234,PoolTechnologies_97,Tick,0,0,0,0,126400,,0,0,0,OK
0.468234,Thereturnofteamstoplight_65074,Tick,0,0,0,0,126400,,0,0,0,OK
0.468234,raiseKeyErrorteamname_42,Tick,0,0,0,0,126400,,0,0,0,OK
0.788711,PDL_6,Tick,0,11,-11,0,126600,,-140,1392540,1392540,OK
0.788711,OneManArmy_2137,Tick,0,0,0,0,126600,,0,0,0,OK
0.788711,MikeyLansi_131269,Tick,0,0,0,0,126600,,0,0,0,OK
0.788711,LiquidBears_2185,Tick,0,0,0,0,126600,,0,0,0,OK
0.788711,TheRockingTradingGroup_991206,Tick,0,10,-10,10,126600,,-126,126,126,OK
0.788711,PoolTechnologies_97,Tick,0,0,0,0,126600,,0,0,0,OK
0.788711,Thereturnofteamstoplight_65074,Tick,0,0,0,0,126600,,0,0,0,OK
0.788711,raiseKeyErrorteamname_42,Tick,0,0,0,0,126600,,0,0,0,OK
1.049998,PDL_6,Tick,0,11,-11,0,126600,,-140,1392540,1392540,OK
1.049998,OneManArmy_2137,Tick,0,0,0,0,126600,,0,0,0,OK
1.049998,MikeyLansi_131269,Tick,0,0,0,0,126600,,0,0,0,OK
1.049998,LiquidBears_2185,Tick,0,0,0,0,126600,,0,0,0,OK
1.049998,TheRockingTradingGroup_991206,Tick,0,20,-20,20,126600,,127,-1127,-1127,OK
1.049998,PoolTechnologies_97,Tick,0,0,0,0,126600,,0,0,0,OK
1.049998,Thereturnofteamstoplight_65074,Tick,0,0,0,0,126600,,0,0,0,OK
1.049998,raiseKeyErrorteamname_42,Tick,0,0,0,0,126600,,0,0,0,OK
1.267974,PDL_6,Tick,10,11,-1,0,126600,126700,-267,125667,-933,OK
1.267974,OneManArmy_2137,Tick,0,10,-10,10,126600,126700,253,747,1747,OK
1.267974,MikeyLansi_131269,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.267974,LiquidBears_2185,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.267974,TheRockingTradingGroup_991206,Tick,0,30,-30,30,126600,126700,380,-1380,1620,OK
1.267974,PoolTechnologies_97,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.267974,Thereturnofteamstoplight_65074,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.267974,raiseKeyErrorteamname_42,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.517703,PDL_6,Tick,20,11,9,0,126800,126800,-13,-1142587,-1387,OK
1.517703,OneManArmy_2137,Tick,0,10,-10,10,126800,126800,253,747,747,OK
1.517703,MikeyLansi_131269,Tick,0,0,0,0,126800,126800,0,0,0,OK
1.517703,LiquidBears_2185,Tick,0,0,0,0,126800,126800,0,0,0,OK
1.517703,TheRockingTradingGroup_991206,Tick,0,30,-30,30,126800,126800,380,-1380,-1380,OK
1.517703,PoolTechnologies_97,Tick,0,0,0,0,126800,126800,0,0,0,OK
1.517703,Thereturnofteamstoplight_65074,Tick,0,0,0,0,126800,126800,0,0,0,OK
1.517703,raiseKeyErrorteamname_42,Tick,0,10,-10,10,126800,126800,-127,127,127,OK
1.713076,PDL_6,Tick,30,21,9,0,127000,126800,114,-1143714,-714,OK
1.713076,OneManArmy_2137,Tick,10,10,0,0,127000,126800,507,2493,2493,OK
1.713076,MikeyLansi_131269,Tick,0,0,0,0,127000,126800,0,0,0,OK
1.713076,LiquidBears_2185,Tick,0,0,0,0,127000,126800,0,0,0,OK
1.713076,TheRockingTradingGroup_991206,Tick,10,30,-20,20,127000,126800,634,-634,-4634,OK
1.713076,PoolTechnologies_97,Tick,0,20,-20,20,127000,126800,-254,-3746,-7746,OK
1.713076,Thereturnofteamstoplight_65074,Tick,0,0,0,0,127000,126800,0,0,0,OK
1.713076,raiseKeyErrorteamname_42,Tick,13,23,-10,10,127000,126800,38,-1338,-3338,OK
2.002608,PDL_6,Tick,30,21,9,0,127000,126800,114,-1143714,-714,OK
2.002608,OneManArmy_2137,Tick,10,10,0,0,127000,126800,507,2493,2493,OK
2.002608,MikeyLansi_131269,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.002608,LiquidBears_2185,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.002608,TheRockingTradingGroup_991206,Tick,10,30,-20,20,127000,126800,634,-634,-4634,OK
2.002608,PoolTechnologies_97,Tick,0,20,-20,20,127000,126800,-254,-3746,-7746,OK
2.002608,Thereturnofteamstoplight_65074,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.002608,raiseKeyErrorteamname_42,Tick,13,23,-10,10,127000,126800,38,-1338,-3338,OK
2.280887,PDL_6,Tick,30,21,9,0,127000,126800,114,-1143714,-714,OK
2.280887,OneManArmy_2137,Tick,10,10,0,0,127000,126800,507,2493,2493,OK
2.280887,MikeyLansi_131269,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.280887,LiquidBears_2185,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.280887,TheRockingTradingGroup_991206,Tick,10,30,-20,20,127000,126800,634,-634,-4634,OK
2.280887,PoolTechnologies_97,Tick,0,20,-20,20,127000,126800,-254,-3746,-7746,OK
2.280887,Thereturnofteamstoplight_65074,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.280887,raiseKeyErrorteamname_42,Tick,13,23,-10,10,127000,126800,38,-1338,-3338,OK
2.524614,PDL_6,Tick,30,21,9,0,127000,126800,114,-1143714,-714,OK
2.524614,OneManArmy_2137,Tick,10,10,0,0,127000,126800,507,2493,2493,OK
2.524614,MikeyLansi_131269,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.524614,LiquidBears_2185,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.524614,TheRockingTradingGroup_991206,Tick,10,30,-20,20,127000,126800,634,-634,-4634,OK
2.524614,PoolTechnologies_97,Tick,0,20,-20,20,127000,126800,-254,-3746,-7746,OK
2.524614,Thereturnofteamstoplight_65074,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.524614,raiseKeyErrorteamname_42,Tick,13,23,-10,10,127000,126800,38,-1338,-3338,OK
2.749196,PDL_6,Tick,30,31,-1,0,127400,126800,-13,130413,3359,OK
2.749196,OneManArmy_2137,Tick,10,10,0,0,127400,126800,507,2493,2493,OK
2.749196,MikeyLansi_131269,Tick,0,0,0,0,127400,126800,0,0,0,OK
2.749196,LiquidBears_2185,Tick,0,0,0,0,127400,126800,0,0,0,OK
2.749196,TheRockingTradingGroup_991206,Tick,10,40,-30,30,127400,126800,507,-507,-8127,OK
2.749196,PoolTechnologies_97,Tick,0,20,-20,20,127400,126800,-254,-3746,-8826,OK
2.749196,Thereturnofteamstoplight_65074,Tick,0,0,0,0,127400,126800,0,0,0,OK
2.749196,raiseKeyErrorteamname_42,Tick,13,23,-10,10,127400,126800,38,-1338,-3878,OK
3.001507,PDL_6,Tick,30,31,-1,0,127400,127300,-13,130413,3013,OK
3.001507,OneManArmy_2137,Tick,10,10,0,0,127400,127300,507,2493,2493,OK
3.001507,MikeyLansi_131269,Tick,0,0,0,0,127400,127300,0,0,0,OK
3.001507,LiquidBears_2185,Tick,0,0,0,0,127400,127300,0,0,0,OK
3.001507,TheRockingTradingGroup_991206,Tick,10,50,-40,40,127400,127300,762,-762,-4762,OK
3.001507,PoolTechnologies_97,Tick,0,20,-20,20,127400,127300,-254,-3746,-5746,OK
3.001507,Thereturnofteamstoplight_65074,Tick,0,0,0,0,127400,127300,0,0,0,OK
3.001507,raiseKeyErrorteamname_42,Tick,13,23,-10,10,127400,127300,38,-1338,-2338,OK
3.260341,PDL_6,Tick,30,31,-1,0,127400,127200,-13,130413,3013,OK
3.260341,OneManArmy_2137,Tick,10,10,0,0,127400,127200,507,2493,2493,OK
3.260341,MikeyLansi_131269,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.260341,LiquidBears_2185,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.260341,TheRockingTradingGroup_991206,Tick,10,60,-50,50,127400,127200,1017,-1017,-11017,OK
3.260341,PoolTechnologies_97,Tick,0,20,-20,20,127400,127200,-254,-3746,-7746,OK
