Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
5e-06,Kentaki_100,Tick,0,0,0,0,,,0,0,0,OK
5e-06,TeamGaveston_51453,Tick,0,0,0,0,,,0,0,0,OK
5e-06,CSEGoons_46,Tick,0,0,0,0,,,0,0,0,OK
5e-06,CharterAvenue_120519,Tick,0,0,0,0,,,0,0,0,OK
5e-06,Coeus_2387,Tick,0,0,0,0,,,0,0,0,OK
5e-06,Bryce_54215,Tick,0,0,0,0,,,0,0,0,OK
5e-06,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
5e-06,TechSupport_626433,Tick,0,0,0,0,,,0,0,0,OK
0.226896,Kentaki_100,Tick,0,0,0,0,,,0,0,0,OK
0.226896,TeamGaveston_51453,Tick,0,0,0,0,,,0,0,0,OK
0.226896,CSEGoons_46,Tick,0,0,0,0,,,0,0,0,OK
0.226896,CharterAvenue_120519,Tick,0,0,0,0,,,0,0,0,OK
0.226896,Coeus_2387,Tick,0,0,0,0,,,0,0,0,OK
0.226896,Bryce_54215,Tick,0,0,0,0,,,0,0,0,OK
0.226896,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
0.226896,TechSupport_626433,Tick,0,0,0,0,,,0,0,0,OK
0.52503,Kentaki_100,Tick,0,0,0,0,,,0,0,0,OK
0.52503,TeamGaveston_51453,Tick,0,0,0,0,,,0,0,0,OK
0.52503,CSEGoons_46,Tick,0,0,0,0,,,0,0,0,OK
0.52503,CharterAvenue_120519,Tick,0,0,0,0,,,0,0,0,OK
0.52503,Coeus_2387,Tick,0,0,0,0,,,0,0,0,OK
0.52503,Bryce_54215,Tick,0,0,0,0,,,0,0,0,OK
0.52503,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
0.52503,TechSupport_626433,Tick,0,0,0,0,,,0,0,0,OK
0.701828,Kentaki_100,Tick,0,0,0,0,,,0,0,0,OK
0.701828,TeamGaveston_51453,Tick,0,0,0,0,,,0,0,0,OK
0.701828,CSEGoons_46,Tick,0,0,0,0,,,0,0,0,OK
0.701828,CharterAvenue_120519,Tick,0,0,0,0,,,0,0,0,OK
0.701828,Coeus_2387,Tick,0,0,0,0,,,0,0,0,OK
0.701828,Bryce_54215,Tick,0,0,0,0,,,0,0,0,OK
0.701828,LiquidBears_2185,Tick,0,0,0,0,,,0,0,0,OK
0.701828,TechSupport_626433,Tick,0,0,0,0,,,0,0,0,OK
1.010491,Kentaki_100,Tick,0,0,0,0,,140400,0,0,0,OK
1.010491,TeamGaveston_51453,Tick,0,0,0,0,,140400,0,0,0,OK
1.010491,CSEGoons_46,Tick,0,0,0,0,,140400,0,0,0,OK
1.010491,CharterAvenue_120519,Tick,0,0,0,0,,140400,0,0,0,OK
1.010491,Coeus_2387,Tick,0,0,0,0,,140400,0,0,0,OK
1.010491,Bryce_54215,Tick,0,0,0,0,,140400,0,0,0,OK
1.010491,LiquidBears_2185,Tick,0,0,0,0,,140400,0,0,0,OK
1.010491,TechSupport_626433,Tick,0,0,0,0,,140400,0,0,0,OK
1.220344,Kentaki_100,Tick,0,0,0,0,,140400,0,0,0,OK
1.220344,TeamGaveston_51453,Tick,0,0,0,0,,140400,0,0,0,OK
1.220344,CSEGoons_46,Tick,0,0,0,0,,140400,0,0,0,OK
1.220344,CharterAvenue_120519,Tick,0,0,0,0,,140400,0,0,0,OK
1.220344,Coeus_2387,Tick,0,0,0,0,,140400,0,0,0,OK
1.220344,Bryce_54215,Tick,0,0,0,0,,140400,0,0,0,OK
1.220344,LiquidBears_2185,Tick,0,0,0,0,,140400,0,0,0,OK
1.220344,TechSupport_626433,Tick,0,0,0,0,,140400,0,0,0,OK
1.454906,Kentaki_100,Tick,0,0,0,0,,140400,0,0,0,OK
1.454906,TeamGaveston_51453,Tick,0,0,0,0,,140400,0,0,0,OK
1.454906,CSEGoons_46,Tick,0,0,0,0,,140400,0,0,0,OK
1.454906,CharterAvenue_120519,Tick,0,0,0,0,,140400,0,0,0,OK
1.454906,Coeus_2387,Tick,0,0,0,0,,140400,0,0,0,OK
1.454906,Bryce_54215,Tick,0,0,0,0,,140400,0,0,0,OK
1.454906,LiquidBears_2185,Tick,0,0,0,0,,140400,0,0,0,OK
1.454906,TechSupport_626433,Tick,0,0,0,0,,140400,0,0,0,OK
1.770685,Kentaki_100,Tick,0,0,0,0,,140400,0,0,0,OK
1.770685,TeamGaveston_51453,Tick,0,0,0,0,,140400,0,0,0,OK
1.770685,CSEGoons_46,Tick,0,0,0,0,,140400,0,0,0,OK
1.770685,CharterAvenue_120519,Tick,0,0,0,0,,140400,0,0,0,OK
1.770685,Coeus_2387,Tick,0,0,0,0,,140400,0,0,0,OK
1.770685,Bryce_54215,Tick,0,0,0,0,,140400,0,0,0,OK
1.770685,LiquidBears_2185,Tick,0,0,0,0,,140400,0,0,0,OK
1.770685,TechSupport_626433,Tick,0,0,0,0,,140400,0,0,0,OK
2.025733,Kentaki_100,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.025733,TeamGaveston_51453,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.025733,CSEGoons_46,Tick,0,100,-100,100,140700,140400,-1406,11406,-16694,OK
2.025733,CharterAvenue_120519,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.025733,Coeus_2387,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.025733,Bryce_54215,Tick,0,15,-15,15,140700,140400,-211,3211,-1004,OK
2.025733,LiquidBears_2185,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.025733,TechSupport_626433,Tick,0,10,-10,10,140700,140400,-141,1141,-1669,OK
2.257509,Kentaki_100,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.257509,TeamGaveston_51453,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.257509,CSEGoons_46,Tick,0,100,-100,100,140700,140400,-1406,11406,-16694,OK
2.257509,CharterAvenue_120519,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.257509,Coeus_2387,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.257509,Bryce_54215,Tick,0,15,-15,15,140700,140400,-211,3211,-1004,OK
2.257509,LiquidBears_2185,Tick,0,0,0,0,140700,140400,0,0,0,OK
2.257509,TechSupport_626433,Tick,0,10,-10,10,140700,140400,-141,1141,-1669,OK
2.547422,Kentaki_100,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.547422,TeamGaveston_51453,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.547422,CSEGoons_46,Tick,0,100,-100,100,140700,140600,-1406,11406,1406,OK
2.547422,CharterAvenue_120519,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.547422,Coeus_2387,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.547422,Bryce_54215,Tick,0,15,-15,15,140700,140600,-211,3211,1711,OK
2.547422,LiquidBears_2185,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.547422,TechSupport_626433,Tick,0,10,-10,10,140700,140600,-141,1141,141,OK
2.796832,Kentaki_100,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.796832,TeamGaveston_51453,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.796832,CSEGoons_46,Tick,0,100,-100,100,140700,140600,-1406,11406,1406,OK
2.796832,CharterAvenue_120519,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.796832,Coeus_2387,Tick,0,20,-20,20,140700,140600,-281,281,-1719,OK
2.796832,Bryce_54215,Tick,0,42,-42,42,140700,140600,-591,6291,2091,OK
2.796832,LiquidBears_2185,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.796832,TechSupport_626433,Tick,0,10,-10,10,140700,140600,-141,1141,141,OK
3.014983,Kentaki_100,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.014983,TeamGaveston_51453,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.014983,CSEGoons_46,Tick,0,100,-100,100,140700,140600,-1406,11406,1406,OK
3.014983,CharterAvenue_120519,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.014983,Coeus_2387,Tick,0,20,-20,20,140700,140600,-281,281,-1719,OK
3.014983,Bryce_54215,Tick,0,42,-42,42,140700,140600,-591,6291,2091,OK
3.014983,LiquidBears_2185,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.014983,TechSupport_626433,Tick,0,10,-10,10,140700,140600,-141,1141,141,OK
3.262848,Kentaki_100,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.262848,TeamGaveston_51453,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.262848,CSEGoons_46,Tick,0,100,-100,100,140700,140600,-1406,11406,1406,OK
3.262848,CharterAvenue_120519,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.262848,Coeus_2387,Tick,0,20,-20,20,140700,140600,-281,281,-1719,OK
3.262848,Bryce_54215,Tick,0,42,-42,42,140700,140600,-591,6291,2091,OK
3.262848,LiquidBears_2185,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.262848,TechSupport_626433,Tick,0,10,-10,10,140700,140600,-141,1141,141,OK
3.470283,Kentaki_100,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.470283,TeamGaveston_51453,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.470283,CSEGoons_46,Tick,0,100,-100,100,140700,140600,-1406,11406,1406,OK
3.470283,CharterAvenue_120519,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.470283,Coeus_2387,Tick,0,20,-20,20,140700,140600,-281,281,-1719,OK
3.470283,Bryce_54215,Tick,0,42,-42,42,140700,140600,-591,6291,2091,OK
3.470283,LiquidBears_2185,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.470283,TechSupport_626433,Tick,0,10,-10,10,140700,140600,-141,1141,141,OK
3.793716,Kentaki_100,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.793716,TeamGaveston_51453,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.793716,CSEGoons_46,Tick,0,100,-100,100,140700,140600,-1406,11406,1406,OK
3.793716,CharterAvenue_120519,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.793716,Coeus_2387,Tick,0,20,-20,20,140700,140600,-281,281,-1719,OK
3.793716,Bryce_54215,Tick,0,42,-42,42,140700,140600,-591,6291,2091,OK
3.793716,LiquidBears_2185,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.793716,TechSupport_626433,Tick,0,10,-10,10,140700,140600,-141,1141,141,OK
4.013978,Kentaki_100,Tick,0,0,0,0,140700,140600,0,0,0,OK
4.013978,TeamGaveston_51453,Tick,0,0,0,0,140700,140600,0,0,0,OK
4.013978,CSEGoons_46,Tick,0,100,-100,100,140700,140600,-1406,11406,1406,OK
4.013978,CharterAvenue_120519,Tick,0,0,0,0,140700,140600,0,0,0,OK
4.013978,Coeus_2387,Tick,0,20,-20,20,140700,140600,-281,281,-1719,OK
4.013978,Bryce_54215,Tick,0,42,-42,42,140700,140600,-591,6291,2091,OK
4.013978,LiquidBears_2185,Tick,0,0,0,0,140700,140600,0,0,0,OK
4.013978,TechSupport_626433,Tick,0,10,-10,10,140700,140600,-141,1141,141,OK
4.219799,Kentaki_100,Tick,0,0,0,0,140800,140600,0,0,0,OK
4.219799,TeamGaveston_51453,Tick,0,0,0,0,140800,140600,0,0,0,OK
4.219799,CSEGoons_46,Tick,0,100,-100,100,140800,140600,-1406,11406,-8594,OK
4.219799,CharterAvenue_120519,Tick,0,50,-50,0,140800,140600,-704,7040704,704,OK
4.219799,Coeus_2387,Tick,0,40,-40,40,140800,140600,-562,562,-7438,OK
4.219799,Bryce_54215,Tick,0,64,-64,64,140800,140600,-901,11001,-1799,OK
4.219799,LiquidBears_2185,Tick,0,10,-10,0,140800,140600,-141,1407141,-859,OK
4.219799,TechSupport_626433,Tick,0,20,-20,20,140800,140600,-282,2282,-1718,OK
4.502274,Kentaki_100,Tick,0,0,0,0,140800,140600,0,0,0,OK
4.502274,TeamGaveston_51453,Tick,0,0,0,0,140800,140600,0,0,0,OK
